"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4477","4081","16","4","376"
"Bageshwar","2082","1989","7","0","86"
"Chamoli","3183","3042","32","3","106"
"Champawat","1896","1850","25","1","20"
"Dehradun","32647","31897","217","170","363"
"Haridwar","12911","12600","53","24","234"
"Nainital","11253","11166","21","29","37"
"Pauri Garhwal","5233","4228","20","17","968"
"Pithoragarh","2539","2362","39","4","134"
"Rudraprayag","2694","2555","11","2","126"
"Tehri Garhwal","2342","2011","4","5","322"
"U.S. Nagar","8770","8468","31","5","266"
"Uttarkashi","1634","1455","6","5","168"
"Total","91661","87704","482","269","3206"
