"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","122","40202","349","38672","1180","1","350","0"
"2","Ballari","481","113811","578","108225","3863","2","1721","2"
"3","Belagavi","1028","97412","971","88479","7948","2","985","0"
"4","Bengaluru Rural","129","78809","255","76452","1453","0","904","0"
"5","Bengaluru Urban","4532","1753636","10420","1691234","45742","15","16659","1"
"6","Bidar","93","29484","105","28470","598","0","412","4"
"7","Chamarajanagara","186","42691","429","40218","1945","0","517","11"
"8","Chikkaballapura","99","54983","8","52920","1608","1","454","1"
"9","Chikkamagaluru","66","56686","286","55396","888","0","402","0"
"10","Chitradurga","436","45001","705","42741","2037","1","223","0"
"11","Dakshina 
Kannada","252","134159","505","130193","2177","5","1781","8"
"12","Davanagere","82","57189","97","55557","1015","1","617","0"
"13","Dharwada","303","82771","1707","78262","3169","1","1338","2"
"14","Gadag","61","30259","130","29203","725","0","331","0"
"15","Hassana","413","142499","809","138248","2955","0","1294","2"
"16","Haveri","171","26291","288","24472","1161","1","658","0"
"17","Kalaburagi","297","75624","597","71713","3042","3","869","0"
"18","Kodagu","373","47783","1057","45071","2367","0","344","1"
"19","Kolara","132","62419","354","60556","1209","0","654","0"
"20","Koppala","129","40759","302","39097","1128","0","534","0"
"21","Mandya","275","100352","784","97504","2157","1","691","0"
"22","Mysuru","763","226369","1608","218968","4875","4","2526","0"
"23","Raichuru","150","45048","32","43704","992","2","352","0"
"24","Ramanagara","98","29429","179","28659","427","0","343","0"
"25","Shivamogga","419","81652","624","77313","3218","2","1120","1"
"26","Tumakuru","342","157474","1343","151072","5220","2","1182","0"
"27","Udupi","202","94506","460","91822","2162","2","522","0"
"28","Uttara Kannada","217","70324","634","67241","2283","2","800","0"
"29","Vijayapura","126","40304","137","38895","904","1","505","0"
"30","Yadagiri","32","29771","101","28807","755","1","209","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","12009","3887733","25854","3739197","109203","50","39300","33"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 05-02-2022 
 Page 5 of 55","","","","","","","","",""
