"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2085","20","2","0"
"East Jaintia Hills","0","0","1","2677","40","0","0"
"East Khasi Hills","3","6","0","47874","1079","20","12"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","2","0"
"Ri-Bhoi","2","2","0","10584","101","9","1"
"South Garo Hills","1","0","0","1442","16","1","0"
"South West Garo Hills","1","2","0","2266","21","3","0"
"South West Khasi Hills","0","0","0","2722","20","2","2"
"West Garo Hills","4","0","0","11851","84","24","2"
"West Jaintia Hills","0","0","0","7326","142","3","0"
"West Khasi Hills","0","1","0","5671","78","0","0"
"Total","12","11","1","96579","1620","66","17"
