,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Dimapur,1,0,3,,8,34,0,25,7.0,1.0,22.0,,1506.0,3997.0,0,379769,,,715 cases were recorded as Non Covid Deaths with Covid19 Positivity,14892,419,14401,,281774,211505,0,715,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,1.0
1,1,1,1,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Kiphire,0,0,0,,30,1,0,1,0.0,0.0,1.0,,900.0,163.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,258,,20577,10441,0,1,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
2,2,2,2,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Kohima,1,0,0,,28,56,0,4,6.0,0.0,3.0,,347.0,946.0,0,270063,,,206 cases were recorded as Non Covid Deaths with Covid19 Positivity,9504,125,9363,,108761,92018,0,206,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
3,3,3,3,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Longleng,0,0,0,,0,0,0,0,0.0,0.0,0.0,,42.0,94.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21523,16461,0,20,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
4,4,4,4,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Mokokchung,2,0,0,,0,0,0,5,4.0,1.0,6.0,,395.0,693.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2380,56,2322,,70901,60967,0,69,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
5,5,5,5,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Mon,0,0,0,,16,37,0,0,0.0,0.0,0.0,,337.0,693.0,0,259604,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,72541,54559,0,19,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
6,6,6,6,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Peren,0,0,0,,66,56,0,0,0.0,0.0,0.0,,181.0,240.0,0,163294,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,916,,21960,15087,0,15,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
7,7,7,7,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Phek,0,0,0,,36,38,0,0,0.0,0.0,0.0,,1264.0,948.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,36689,25301,0,9,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
8,8,8,8,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Tuensang,0,0,0,,15,38,0,1,0.0,0.0,0.0,,511.0,461.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1101,13,1089,,42327,30671,0,3,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
9,9,9,9,2021-12-18,NL,4,0,3,534,234,304,0,36,18.0,2.0,33.0,3573.0,6016.0,8827.0,0.0,Wokha,0,0,0,,32,41,0,0,0.0,0.0,0.0,,333.0,378.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,392,,36628,26108,0,16,2022-01-22T01:53:16.797975+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32169,685,31384,420138,755656,570404,0,1085,2.0,0.0
