"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16874","16570","43","261"
"2","Chengalpattu","172358","168979","866","2513"
"3","Chennai","555431","545626","1243","8562"
"4","Coimbatore","247528","243936","1162","2430"
"5","Cuddalore","64192","63141","181","870"
"6","Dharmapuri","28536","28091","169","276"
"7","Dindigul","33127","32413","67","647"
"8","Erode","104760","103331","738","691"
"9","Kallakurichi","31428","31116","102","210"
"10","Kancheepuram","75168","73592","318","1258"
"11","Kanyakumari","62494","61238","206","1050"
"12","Karur","24244","23645","240","359"
"13","Krishnagiri","43664","43127","187","350"
"14","Madurai","75292","73972","142","1178"
"15","Mayiladuthurai","23303","22945","42","316"
"16","Nagapattinam","21143","20664","129","350"
"17","Namakkal","52546","51594","450","502"
"18","Nilgiris","33700","33269","218","213"
"19","Perambalur","12078","11807","27","244"
"20","Pudukottai","30227","29705","106","416"
"21","Ramanathapuram","20577","20189","29","359"
"22","Ranipet","43479","42612","92","775"
"23","Salem","100292","98001","603","1688"
"24","Sivagangai","20266","19939","119","208"
"25","Tenkasi","27377","26858","34","485"
"26","Thanjavur","75597","74196","420","981"
"27","Theni","43587","43041","25","521"
"28","Thirupathur","29336","28643","68","625"
"29","Thiruvallur","119609","117398","369","1842"
"30","Thiruvannamalai","55058","54251","139","668"
"31","Thiruvarur","41601","40917","237","447"
"32","Thoothukudi","56374","55844","121","409"
"33","Tirunelveli","49445","48877","135","433"
"34","Tiruppur","95868","94183","702","983"
"35","Trichy","77754","76305","388","1061"
"36","Vellore","49965","48650","182","1133"
"37","Villupuram","45932","45461","115","356"
"38","Virudhunagar","46329","45723","58","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,09,080","26,62,386","10,474","36,220"
