"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2052","18","1","0"
"East Jaintia Hills","0","0","0","2628","38","1","0"
"East Khasi Hills","7","3","0","47271","1075","60","6"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","0","0","0","10379","99","20","5"
"South Garo Hills","1","0","0","1344","13","1","0"
"South West Garo Hills","0","0","0","2096","20","1","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","11","2","0","10819","80","41","0"
"West Jaintia Hills","1","0","0","7199","139","6","1"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","21","5","0","94167","1595","131","12"
