"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","1","0","2025","16","13","0"
"East Jaintia Hills","0","4","0","2581","33","12","0"
"East Khasi Hills","12","16","1","46934","1064","155","48"
"Eastern West Khasi Hills","1","4","0","134","6","15","2"
"North Garo Hills","1","10","0","1839","9","10","1"
"Ri-Bhoi","3","16","0","10249","96","45","1"
"South Garo Hills","0","0","0","1331","12","6","0"
"South West Garo Hills","2","4","1","2072","20","14","2"
"South West Khasi Hills","3","2","0","2678","19","10","0"
"West Garo Hills","5","19","0","10656","79","63","4"
"West Jaintia Hills","4","28","0","7135","139","38","4"
"West Khasi Hills","0","1","0","5625","75","16","0"
"Total","31","105","2","93259","1568","397","62"
