TT|2022-05-28 07:55:10.266785|GetSource|ERR|File Not Found
TT|2022-05-28 09:55:09.486720|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 09:57:32.015752|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 11:55:10.439369|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 11:55:23.587943|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 19:55:10.902468|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 19:55:27.169709|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 20:55:11.126853|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 20:55:25.916196|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 21:55:10.750936|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 21:55:26.935475|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 22:55:12.019785|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 22:55:27.679172|ExtractFromHTML|OK|COMPLETED
TT|2022-05-28 23:55:11.356414|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-28 23:55:29.795549|ExtractFromHTML|OK|COMPLETED
TT|2022-05-29 07:55:12.318032|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-29 09:55:11.238924|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
