,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10747,10618,129,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,991263,347616,353284,290363,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339084,2324348,14733,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,110744487,44703122,47575658,18465707,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,153,739,50038,50930,0,1,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,1918942,960876,821220,136846,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,123,144,1161,1428,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,50298450,24811973,22134942,3351535,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,63,794,2914,3771,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851414,839108,12303,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,157244827,73477547,67897370,15869910,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,930,1781,1240,3951,0,1,0,,,1332900000,Bihar,119520000
5,Chandigarh,99360,98179,1181,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,2284236,1185279,986299,112658,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,6,28,22,56,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177777,1163629,14146,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,49167171,21267561,20343541,7556069,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,4,13,14,31,0,1,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,1579529,782309,636897,160323,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,0,0,4,4,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007377,1980845,26522,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,37392658,18294615,15713014,3385029,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,191,353,1059,1603,3,1,0,,,1332900000,Delhi,19814000
9,Goa,259121,255102,4013,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,2873884,1439961,1295598,138325,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,0,2,0,2,1,2,0,,,1332900000,Goa,1540000
10,Gujarat,1277651,1266597,11046,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,128041126,54393848,54024274,19623004,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,725,1023,8070,9818,2,2,0,,,1332900000,Gujarat,67936000
11,Haryana,1056677,1045930,10714,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,45490927,23675816,19833455,1981656,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,152,540,2222,2914,1,4,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312704,308491,4213,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,15302518,6645999,6325880,2330639,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,125,332,5248,5705,0,2,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479457,474659,4785,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,24758720,11372249,11767380,1619091,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,38,274,3596,3908,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442574,437243,5331,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,43825348,23964776,17836790,2023782,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,872,6852,4788,12512,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4072907,4032452,40309,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,122044460,55172159,55382519,11489782,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,816,4741,65975,71532,26,19,0,,,1332900000,Karnataka,65798000
16,Kerala,6829714,6756941,71574,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,57495681,29149100,25266283,3080298,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,105,269,488,862,26,19,0,,,1332900000,Kerala,35125000
17,Ladakh,29419,29188,231,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,566185,238294,204049,123842,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,13,25,160,198,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,145115,61811,60501,22803,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,3,1,50,54,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8137144,7988656,148421,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,177859838,91663097,76600962,9595779,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,1072,4098,10826,15996,11,8,0,,,1332900000,Maharashtra,122153000
20,Manipur,139924,137775,2149,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,3268004,1649180,1338758,280066,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,28,40,150,218,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,96787,95162,1625,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,2623379,1446552,1087341,89486,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,24,27,252,303,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238964,238238,726,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,1792273,894285,749941,148047,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,3,223,185,411,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1054938,1044161,10777,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,133888307,60748631,59228660,13911016,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,865,9478,134084,144427,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35986,35204,782,2023-02-01,TT,44682895,530740,44150372,2023-02-01 12:00:02.811396,915641849,2023-01-31 00:00:00,159069,2205089109,1027331130,951720355,226037624,1738532,923663,744665,70204,https://www.icmr.gov.in/,111,0,83,192065,23492,4685,220242,26,143,296,465,0,0,0,,,1332900000,Nagaland,2150000
