TT|2022-07-01 07:55:10.303034|GetSource|ERR|File Not Found
TT|2022-07-01 09:55:10.408504|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 09:55:22.616161|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 11:55:12.355789|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 11:55:26.202056|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 19:55:21.708530|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 19:55:42.863918|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 20:55:18.527642|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 20:55:43.303062|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 21:55:19.246270|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 21:55:56.201073|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 22:55:17.773701|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 22:55:44.091272|ExtractFromHTML|OK|COMPLETED
TT|2022-07-01 23:55:18.796348|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-01 23:55:40.491650|ExtractFromHTML|OK|COMPLETED
TT|2022-07-02 07:55:18.019872|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-02 09:55:17.028323|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
