,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Amritsar,1,0,0,,2586,4876,0,3,8.0,0.0,6.0,,12495.0,23799.0,0,2490891,,,,47451,1599,45846,,1429844,726844,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
1,1,1,1,1,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Barnala,0,0,0,,6,86,0,0,2.0,0.0,0.0,,559.0,3885.0,0,596294,,,,5958,244,5705,,356536,162692,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
2,2,2,2,2,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Bathinda,0,0,0,,667,1490,0,22,8.0,0.0,20.0,,6697.0,18992.0,0,1388859,,,,41817,1047,40763,,671824,307181,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
3,3,3,3,3,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Faridkot,0,0,2,,361,1345,0,6,3.0,0.0,3.0,,2369.0,8265.0,0,618008,,,,13959,320,13635,,349250,188709,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
4,4,4,4,4,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Fatehgarh Sahib,1,1,0,,715,2594,0,2,6.0,2.0,0.0,,3269.0,14531.0,0,599814,,,,8913,338,8569,,371296,197698,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
5,5,5,5,5,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Fazilka,0,0,0,,295,759,0,0,4.0,1.0,0.0,,8313.0,20319.0,0,1180483,,,,20287,531,19752,,560775,261087,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
6,6,6,6,6,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Ferozepur,0,0,0,,278,838,0,74,3.0,0.0,36.0,,3244.0,11054.0,0,2026831,,,,14481,504,13966,,510228,211577,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
7,7,7,7,7,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Gurdaspur,0,0,0,,620,1661,0,7,2.0,0.0,6.0,,3067.0,7317.0,0,2299026,,,,22418,803,21611,,967501,633535,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
8,8,8,8,8,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Hoshiarpur,1,0,2,,388,1786,0,19,25.0,2.0,31.0,,1448.0,7482.0,0,1582793,,,,31019,997,29991,,1039053,719444,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
9,9,9,9,9,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Jalandhar,8,0,3,,661,3659,0,23,38.0,1.0,13.0,,4261.0,24192.0,0,2181753,,,,63574,1501,62031,,1495247,943256,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
10,10,10,10,10,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Kapurthala,0,0,0,,386,2162,0,2,18.0,0.0,6.0,,1670.0,9891.0,0,817668,,,,17907,556,17320,,494976,293693,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
11,11,11,11,11,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Ludhiana,6,0,4,,1580,5308,0,21,28.0,0.0,26.0,,10112.0,36571.0,0,3487882,,,,87741,2116,85591,,2597735,1256801,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
12,12,12,12,12,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Mansa,1,0,0,,173,582,0,0,1.0,0.0,0.0,,3057.0,12195.0,0,768808,,,,15612,381,15229,,400088,167116,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
13,13,13,13,13,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Moga,0,0,0,,397,1620,0,0,1.0,0.0,0.0,,4931.0,25390.0,0,992289,,,,8685,234,8450,,577341,307863,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
14,14,14,14,14,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Pathankot,6,0,3,,191,1291,0,18,31.0,3.0,16.0,,1489.0,8865.0,0,626154,,,,19024,433,18555,,440389,284147,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
15,15,15,15,15,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Patiala,4,0,2,,787,2677,0,15,17.0,0.0,16.0,,3822.0,16105.0,0,2892282,,,,49022,1362,47638,,1092530,524667,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
16,16,16,16,16,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Rupnagar,2,0,0,,170,807,0,10,3.0,1.0,8.0,,1118.0,6575.0,0,683349,,,,13009,428,12577,,399503,249198,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
17,17,17,17,17,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,S.A.S. Nagar,2,0,2,,832,2406,0,58,33.0,1.0,43.0,,4616.0,13967.0,0,986147,,,,69077,1074,67960,,911232,512542,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
18,18,18,18,18,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Sangrur,1,0,0,,312,889,0,0,3.0,0.0,5.0,,3361.0,9990.0,0,1654408,,,,15771,875,14895,,786159,324589,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
19,19,19,19,19,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Shahid Bhagat Singh Nagar,1,0,3,,49,305,0,0,3.0,0.0,3.0,,709.0,6888.0,0,614362,,,,11481,388,11087,,403878,260779,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
20,20,20,20,20,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Sri Muktsar Sahib,0,0,1,,161,648,0,2,1.0,0.0,4.0,,1692.0,7093.0,0,902702,,,,18807,524,18282,,488573,192302,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
21,21,21,21,21,2021-12-23,PB,34,1,24,19561,11772,38522,0,286,239.0,11.0,247.0,153981.0,83200.0,297312.0,0.0,Tarn Taran,0,0,2,,157,733,0,4,1.0,0.0,5.0,,901.0,3946.0,0,1120070,,,,8079,381,7689,,632194,259258,0,0,2022-01-03T00:03:30.180448+05:30,29859000,,,,604092,16636,587142,16708367,16976152,8984978,0,0,0.0,0
