,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,East Garo Hills,0,0,0,,97,39,0,6,5.0,1.0,5.0,,2029.0,802.0,0,317618,,,,1918,15,1897,,61106,35891,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
1,1,1,1,1,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,East Jaintia Hills,0,0,0,,17,90,0,2,2.0,0.0,3.0,,791.0,1343.0,0,122436,,,,2448,32,2414,,69648,50598,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
2,2,2,2,2,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,East Khasi Hills,3,0,1,,134,392,0,90,30.0,2.0,83.0,,1286.0,3383.0,0,824059,,,,41905,1006,40842,,334403,275049,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
3,3,3,3,3,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,North Garo Hills,0,0,0,,46,27,0,0,1.0,0.0,0.0,,1211.0,1045.0,0,118325,,,,1686,8,1677,,68954,45077,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
4,4,4,4,4,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,Ri-Bhoi,2,0,0,,0,0,0,2,6.0,0.0,1.0,,0.0,0.0,0,0,,,,9742,90,9643,,0,0,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
5,5,5,5,5,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,South Garo Hills,0,0,0,,1,8,0,1,0.0,0.0,0.0,,129.0,183.0,0,142574,,,,1218,12,1206,,48762,29512,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
6,6,6,6,6,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,South West Garo Hills,0,0,0,,14,15,0,0,0.0,0.0,0.0,,280.0,261.0,0,172495,,,,1873,18,1855,,86124,58152,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
7,7,7,7,7,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,South West Khasi Hills,0,0,0,,5,15,0,0,0.0,0.0,0.0,,269.0,321.0,0,110152,,,,2550,17,2532,,35895,24724,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
8,8,8,8,8,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,West Garo Hills,0,0,0,,17,28,0,3,2.0,0.0,6.0,,1243.0,1525.0,0,642923,,,,9089,73,9012,,229414,162839,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
9,9,9,9,9,2021-12-23,ML,5,0,2,0,604,924,0,109,47.0,3.0,104.0,,12152.0,13351.0,0.0,West Jaintia Hills,0,0,1,,77,104,0,2,1.0,0.0,2.0,,1935.0,2011.0,0,270352,,,,6824,136,6688,,97697,69546,0,0,2021-12-24T00:06:15.059036+05:30,3224000,,,,84773,1481,83212,,1232023,881256,0,0,0.0,0
