District,Recovered,Deceased,Active
बाराबकंी,23611,225,77
गौतम बिु नगर,97995,490,54
लखनऊ,293912,2694,53
सलु्तानपरु,16840,144,26
कुशीनगर,16211,235,22
गाज़ियाबाद,84364,473,18
अम्बडेकर नगर,5940,167,17
लखीमपरु-खीरी,30000,299,15
फरु्रखाबाद,11875,197,12
अमरोहा,19286,207,9
गोंडा,14121,285,9
गोरखपरु,65943,866,9
लललतपरु,14742,134,9
महाराजगजं,14696,146,9
आगरा,35698,465,7
हरदोई,17267,370,7
मनैपरुी,11476,189,7
मरेठ,88063,931,7
सहारनपरु,38365,428,7
कानपरु नगर,91503,1923,6
राय बरेली,21317,348,6
िाराणसी,97557,988,6
इटावा,15775,296,5
जालौन,13853,208,5
सोनभद्र,18650,257,5
कन्नौज,10822,126,4
उन्नाव,16905,257,4
बागपत,11059,143,3
बरेली,50091,377,3
जौनपरु,24369,244,3
झासी,43885,675,3
प्रयागराज,87352,1112,3
अमठेी,11491,145,2
अयोध्या,18677,293,2
बस्ती,12800,337,2
गाजीपरु,23876,295,2
हापड़ु,15190,224,2
मथरुा,25582,406,2
मरुादाबाद,46070,368,2
लसद्धाथ ुनगर,11524,102,2
सीतापरु,15757,187,2
अलीगढ,25476,113,1
बललया,22517,246,1
