District,Recovered,Deceased,Active
बलरामपरु,8115,139,1.1
बादा,12056.0,166.0,1.0
भदोही,8475.0,165.0,1.0
चदंौली,17532.0,378.0,1.0
देवररया,22402.0,230.0,1.0
एटा,12104.0,100.0,1.0
कानपरु देहात,7126.0,110.0,1.0
मऊ,8937.0,86.0,1.0
मजुफ्फरनगर,38327.0,277.0,1.0
प्रतापगढ़,16744.0,163.0,1.0
रामपरु,14607.0,153.0,1.0
सभंल,11024.0,109.0,1.0
सतं कबीर नगर,8853.0,101.0,1.0
शामली,16694.0,48.0,1.0
औरैय्या,10785.0,211.0,0.0
आजमगढ़,19438.0,235.0,0.0
बदाय,17911.0,101.0,0.0
बहराइच,13411.0,178.0,0.0
बबजनौर,18286.0,139.0,0.0
बलुदंशहर,26331.0,253.0,0.0
चचत्रकट,7762.0,79.0,0.0
फतहेपरु,8293.0,141.0,0.0
क्रिरोजाबाद,10565.0,136.0,0.0
हमीरपरु,6066.0,102.0,0.0
हाथरस,3716.0,43.0,0.0
कासगजं,4885.0,55.0,0.0
कौशाम्बी,4878.0,72.0,0.0
महोबा,4471.0,89.0,0.0
लमर्ाुपरु,11949.0,126.0,0.0
पीलीभीत,12728.0,205.0,0.0
शाहजहांपरु,24401.0,447.0,0.0
श्रावस्ती,5233.0,42.0,0.0
