"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20178","19885","26","267"
"2","Chengalpattu","250530","247367","505","2658"
"3","Chennai","785792","773910","2813","9069"
"4","Coimbatore","337531","334218","695","2618"
"5","Cuddalore","75392","74361","136","895"
"6","Dharmapuri","36640","36309","48","283"
"7","Dindigul","38558","37799","94","665"
"8","Erode","134971","133900","337","734"
"9","Kallakurichi","36886","36656","15","215"
"10","Kancheepuram","97565","96196","67","1302"
"11","Kanyakumari","88929","87671","173","1085"
"12","Karur","30103","29685","46","372"
"13","Krishnagiri","61201","60544","286","371"
"14","Madurai","92708","91382","90","1236"
"15","Mayiladuthurai","27114","26671","113","330"
"16","Nagapattinam","25842","25435","32","375"
"17","Namakkal","69248","68574","140","534"
"18","Nilgiris","42674","42423","25","226"
"19","Perambalur","14872","14581","42","249"
"20","Pudukottai","35103","34634","43","426"
"21","Ramanathapuram","24961","24583","10","368"
"22","Ranipet","55800","54932","81","787"
"23","Salem","130304","128213","329","1762"
"24","Sivagangai","24858","24557","82","219"
"25","Tenkasi","33764","33196","78","490"
"26","Thanjavur","93248","92101","107","1040"
"27","Theni","51727","51124","70","533"
"28","Thirupathur","35935","35282","20","633"
"29","Thiruvallur","152532","150504","88","1940"
"30","Thiruvannamalai","67976","67265","26","685"
"31","Thiruvarur","48825","48268","84","473"
"32","Thoothukudi","66947","66443","56","448"
"33","Tirunelveli","65485","64885","155","445"
"34","Tiruppur","131267","130057","158","1052"
"35","Trichy","97460","96171","128","1161"
"36","Vellore","57885","56676","46","1163"
"37","Villupuram","55939","55497","75","367"
"38","Virudhunagar","59066","58439","72","555"
"39","Airport Surveillance 
(International)","1387","1377","9","1"
"40","Airport Surveillance 
(Domestic)","1157","1150","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,58,788","35,13,349","7,406","38,033"
