,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8289,7748,129,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,617012,319121,297073,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,1673,368,2577,43,24,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2084674,2062974,14505,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,74356735,42230600,31927203,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,58037,322257,453468,1831,242,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55878,55061,282,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,1502229,839875,659744,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,5888,1613,8706,186,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,631776,614991,6185,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,39473021,22788127,16664784,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,72776,148513,232969,2837,449,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,756045,718882,12111,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,105237098,61215637,43903041,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,347082,153799,554386,5908,1790,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,70189,65182,1083,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,1887994,1069868,816075,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,7719,4935,13741,801,128,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1032584,995075,13623,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,31692109,18869720,12782128,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,34717,42816,94862,5151,483,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10826,10705,4,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,1287343,738965,547091,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,3276,1895,5662,21,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1590155,1490074,25200,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,27912749,16120544,11750765,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,104447,61450,188479,21259,12161,23,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,193977,178421,3537,2022-01-12,TT,36070510,484655,34630536,2022-01-13 20:11:52.149527,695274380,2022-01-11 00:00:00,2119100,1538298726,896059221,640354922,2496869,1363718,1129791,https://www.icmr.gov.in/,194720,442,60405,4035440,4263580,9199602,1700,2656,5714,2476,592,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363531.0,1340193.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
