Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-12,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,345873,7167,11,336655,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59676,1428,4,57510,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96812,1598,2,94703,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,158033,4264,14,152329,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104428,2843,7,101411,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60340,1124,10,58931,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85885,812,6,84825,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89772,1566,4,87519,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46531,657,11,45581,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
2022-01-12,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30802,669,33,29820,,2022-01-22 00:35:15.999533,2022-01-22 00:35:16.000367,,3727 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7034661,141701,6649111,3727,71142569
