,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Bilaspur,107,0,9,,360,94,0,29,349.0,0.0,57.0,0.0,8904.0,488.0,0,382056,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,15070,90,14630,,349489,322503,0,1,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
1,1,1,1,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Chamba,38,0,12,,1559,52,0,1,137.0,0.0,17.0,0.0,10433.0,295.0,0,518844,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,13902,161,13594,,399181,358047,0,2,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
2,2,2,2,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Hamirpur,156,0,0,,1066,243,0,24,802.0,0.0,27.0,0.0,12523.0,761.0,0,454293,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,18972,308,17789,,410748,365874,0,1,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
3,3,3,3,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Kangra,411,1,170,,1728,22,0,87,1796.0,1.0,553.0,0.0,30080.0,824.0,0,1507223,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,54503,1181,51613,,1288916,1156179,0,5,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
4,4,4,4,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Kinnaur,36,0,2,,157,39,0,2,109.0,0.0,6.0,0.0,1122.0,195.0,0,84298,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,3647,39,3498,,82956,69676,0,0,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
5,5,5,5,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Kullu,94,0,19,,1817,180,0,5,378.0,0.0,68.0,0.0,6556.0,605.0,0,437474,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,10198,158,9659,,386849,332328,0,17,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,2.0
6,6,6,6,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Lahaul and Spiti,4,0,3,,79,2,0,0,11.0,0.0,9.0,0.0,199.0,11.0,0,31528,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,2983,18,2953,,32938,25651,0,0,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
7,7,7,7,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Mandi,161,0,33,,2028,391,0,25,534.0,1.0,74.0,0.0,22386.0,1362.0,0,999518,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,32699,464,31720,,849090,748762,0,0,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
8,8,8,8,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Shimla,193,2,5,,2076,332,0,34,669.0,3.0,83.0,0.0,14228.0,1524.0,0,813384,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,28949,660,27533,,734939,656245,0,4,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
9,9,9,9,2022-01-12,HP,1804,3,338,0,13797,3261,6833,270,6852.0,7.0,1122.0,0,145706.0,15716.0,22922.0,Sirmaur,119,0,2,,286,192,0,12,444.0,1.0,17.0,0.0,8754.0,959.0,0,530164,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,15977,212,15280,,469686,418667,0,0,2022-01-12 22:38:21,7300000,2022-01-12 19:00:00+05:30,https://twitter.com/nhm_hp,,236639,3870,225800,,6230187,5522655,22922,32,2.0,0.0
