"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","35","214","60894","0","4509","65397","26"
"Bageshwar","0","2","33926","0","2088","36010","0"
"Chamoli","52","54","45774","0","3197","48969","31"
"Champawat","193","426","58530","0","1908","60435","14"
"Dehradun","460","536","353315","3","32850","386030","54"
"Haridwar","125","108","300588","0","13064","313622","25"
"Nainital","264","292","75739","0","11305","86974","6"
"Pauri Garhwal","112","122","89029","0","5265","94287","20"
"Pithoragarh","26","3","38793","0","2558","41339","18"
"Rudraprayag","35","19","26032","0","2702","28734","15"
"Tehri Garhwal","115","114","32191","0","2351","34535","9"
"US Nagar","85","42","130336","0","8781","139093","8"
"Uttarkashi","113","113","35629","1","1638","37265","53"
"Total","1615","2045","1280776","4","92216","1372690","279"
