"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","70","18","223888","6","12213","236101","559"
"Bageshwar","106","237","198591","0","5764","204355","370"
"Chamoli","170","355","274690","0","12245","286935","567"
"Champawat","278","301","227364","0","7605","234969","644"
"Dehradun","3335","4249","1819892","18","112435","1932327","1083"
"Haridwar","1469","2260","2040299","2","51514","2091813","330"
"Nainital","103","348","521357","2","39244","560601","642"
"Pauri Garhwal","471","575","371780","0","17689","389469","557"
"Pithoragarh","57","342","207953","0","10263","218216","474"
"Rudraprayag","26","174","185570","0","8801","194371","387"
"Tehri Garhwal","71","150","291249","0","15836","307085","334"
"US Nagar","423","740","878785","0","37877","916662","786"
"Uttarkashi","178","331","327549","1","12557","340106","325"
"Total","6757","10080","7568967","29","344043","7913010","7058"
