,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
10,10,10,10,10,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Churu,178,0,27,1678,104,168,1,643.0,0.0,79.0,10649.0,39604.0,25990.0,2041172,,,,17447,108,16695,366040,1536233,1196754,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
11,11,11,11,11,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Dausa,95,0,40,1133,481,841,3,629.0,1.0,67.0,6511.0,30821.0,17987.0,1637226,,,,14115,63,13365,239333,1103340,779444,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
12,12,12,12,12,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Dholpur,120,0,23,905,217,249,6,393.0,0.0,33.0,5214.0,17795.0,10962.0,1207293,,,,11459,48,11001,245250,814900,542874,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
13,13,13,13,13,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Dungarpur,197,0,22,1615,1029,2225,0,762.0,0.0,121.0,11567.0,25217.0,17715.0,1388906,,,,19278,131,18402,288648,958740,644499,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
14,14,14,14,14,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Ganganagar,292,0,1,2959,672,4813,19,736.0,0.0,87.0,7267.0,40511.0,42806.0,1969520,,,,20234,151,19317,366308,1456080,990354,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
15,15,15,15,15,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Hanumangarh,0,0,26,2093,225,281,6,1058.0,0.0,62.0,11558.0,24124.0,27780.0,1779650,,,,17200,111,16032,436684,1397845,1145539,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
16,16,16,16,16,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jaipur,1871,2,1865,12366,4847,5751,905,17752.0,10.0,7298.0,85687.0,148794.0,115591.0,6663971,,,,216480,1985,194368,2832622,5369675,3672166,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
17,17,17,17,17,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jaisalmer,150,0,47,862,620,553,0,781.0,0.0,65.0,4953.0,17836.0,13431.0,672008,,,,14475,66,13650,222364,481377,326073,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
18,18,18,18,18,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jalore,4,1,0,795,940,533,0,4.0,1.0,0.0,7345.0,32251.0,22618.0,1830151,,,,10074,73,9996,408202,1186800,835161,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
19,19,19,19,19,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jhalawar,77,1,40,1073,226,1140,1,552.0,3.0,190.0,6162.0,8699.0,14193.0,1411327,,,,14256,190,13618,327154,1023149,800897,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
20,20,20,20,20,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jhunjhunu,28,0,1,1671,208,515,6,426.0,1.0,13.0,8212.0,28224.0,25122.0,2139658,,,,15284,161,14686,424136,1629119,1380732,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
21,21,21,21,21,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Jodhpur,909,0,600,4113,1075,1281,150,5251.0,1.0,2927.0,26535.0,113172.0,74337.0,3685681,,,,120212,1106,114453,1247451,2716545,1895283,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
22,22,22,22,22,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Karauli,9,0,0,1048,1629,2637,0,35.0,0.0,6.0,5585.0,25806.0,20018.0,1458459,,,,7198,71,7093,200827,991061,702151,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
23,23,23,23,23,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Kota,291,0,107,2968,2043,1833,53,2975.0,0.0,386.0,18365.0,39459.0,17740.0,1950491,,,,60669,450,57035,966834,1530855,1271724,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
24,24,24,24,24,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Nagaur,83,0,16,2417,1387,2217,0,485.0,2.0,116.0,11710.0,55988.0,35777.0,3309234,,,,18345,179,17699,543024,2397078,1969249,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
25,25,25,25,25,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Other State,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,337,39,298,6012,0,0,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
26,26,26,26,26,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Pali,263,0,49,1629,212,312,4,1334.0,0.0,52.0,10646.0,38424.0,48610.0,2038533,,,,28828,287,27102,394698,1417161,1011108,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
27,27,27,27,27,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Pratapgarh,163,0,27,1239,460,2683,21,522.0,0.0,116.0,7230.0,7254.0,22043.0,868231,,,,7849,63,7220,244053,704982,652749,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
28,28,28,28,28,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Rajsamand,180,1,43,771,525,479,0,588.0,1.0,63.0,5591.0,15743.0,14728.0,1158283,,,,17708,171,16941,259777,850555,598178,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
29,29,29,29,29,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Sawai Madhopur,148,0,89,1151,6218,2589,0,1021.0,0.0,194.0,7705.0,72862.0,22145.0,1338114,,,,11874,61,10751,230585,1018029,717839,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
30,30,30,30,30,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Sikar,113,0,8,1413,47,236,12,1163.0,4.0,147.0,9054.0,60230.0,31645.0,2677737,,,,32021,339,30452,461325,2150899,1597988,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
31,31,31,31,31,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Sirohi,132,0,84,1033,2124,1190,9,654.0,1.0,138.0,6572.0,21633.0,14448.0,1037185,,,,14554,80,13798,283275,717660,584329,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
32,32,32,32,32,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Tonk,51,0,28,602,206,583,5,429.0,0.0,64.0,7201.0,17000.0,21752.0,1421711,,,,10042,92,9475,289149,1010685,777426,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
33,33,33,33,33,2022-01-16,RJ,9669,6,4686,69494,37858,71883,1403,61482.0,33.0,17511.0,428888.0,1371607.0,1284304.0,Udaipur,734,1,312,3509,2556,1493,23,3983.0,3.0,1166.0,23139.0,59822.0,39066.0,3067549,,,,61330,757,56905,785532,2404453,1527047,0,2022-01-16T23:56:11.818072+05:30,77264000,,,,1037659,9005,965249,17066588,50903322,37619803,0,0.0,0,0,0,0
