,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Anantnag,230,1,0,,3441,138,9,670.0,3.0,33.0,,34976.0,2079.0,1070144,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,17436,211,16563,,847353,776176,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Bandipora,166,0,4,,532,429,13,497.0,0.0,37.0,,4272.0,5526.0,385099,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,10709,111,10100,,313169,315118,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Baramulla,463,0,21,,3123,2026,94,2110.0,1.0,96.0,,24344.0,15428.0,1015503,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,28312,292,25773,,820880,779104,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Budgam,404,1,45,,2490,16,50,1338.0,4.0,204.0,,14540.0,247.0,735753,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,26027,222,24514,,626550,604239,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Doda,20,0,3,,588,61,47,112.0,1.0,37.0,,4382.0,1075.0,409576,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,8233,138,7945,,333260,312585,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Ganderbal,27,0,5,,174,20,53,94.0,0.0,55.0,,11576.0,589.0,297003,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,11153,82,10955,,252112,230060,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Jammu,556,2,175,,194,1589,173,3235.0,7.0,615.0,,23078.0,87872.0,1526406,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,58569,1169,53557,,1290816,1171165,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Kathua,163,1,41,,309,1470,15,498.0,3.0,120.0,,9042.0,14966.0,615711,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,10007,156,9359,,527962,485396,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Kishtwar,20,0,0,,87,1553,2,126.0,0.0,34.0,,2184.0,7764.0,230696,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,4997,44,4843,,172742,147488,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,JK,3499,6,470,74593,19591,18109,902,14721.0,27.0,2342.0,455069.0,230628.0,234573.0,Kulgam,127,0,3,,695,1781,8,388.0,0.0,32.0,,7692.0,22746.0,422786,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,11975,118,11468,,419226,426154,0,2022-01-16 23:56:32,13203000,2022-01-16 17:00:00+05:30,https://twitter.com/diprjk,,359373,4567,338923,20296215,10212050,9587743,0,0.0,0,0,0,0
