,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Ariyalur,75,0,13,,58,1332,7,325.0,0.0,57.0,,7544.0,8384.0,752481,,,,17327,265,16748,,631227,432491,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Chengalpattu,2691,1,1506,,761,1014,725,15425.0,5.0,5501.0,,37536.0,25014.0,2556244,,,,197041,2560,178580,,1656196,1121408,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Chennai,8934,10,6018,,2970,2469,3098,55059.0,55.0,23211.0,,100220.0,74058.0,7100000,,,,643727,8731,577405,,5723394,4233559,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Coimbatore,1875,1,602,,442,1051,553,8812.0,6.0,2528.0,,29808.0,31905.0,3472578,,,,264759,2530,253477,,3031884,2127989,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Cuddalore,296,0,59,,1683,1547,39,1712.0,1.0,238.0,,28813.0,22296.0,2600880,,,,66529,877,63975,,2236656,1590338,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Dharmapuri,155,0,41,,65,47,36,827.0,0.0,202.0,,13343.0,8779.0,1502900,,,,29988,281,28935,,932478,578693,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Dindigul,73,-1,39,,235,372,15,522.0,0.0,156.0,,9550.0,20197.0,2161367,,,,33984,652,32861,,1729799,1227296,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Erode,570,0,151,,112,393,213,2534.0,2.0,721.0,,11679.0,13907.0,2259608,,,,110899,714,107796,,1686220,1183332,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Kallakurichi,120,0,48,,41,89,22,775.0,0.0,207.0,,11638.0,19611.0,1370281,,,,32617,210,31622,,1011863,806599,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,TN,23975,22,12484,140720,18384,23182,7091,139637.0,134.0,48362.0,1020923.0,670312.0,628842.0,Kancheepuram,863,1,341,,450,639,216,4629.0,5.0,1391.0,,15739.0,15888.0,1166401,,,,82242,1276,76393,,812400,525505,0,2022-01-16T23:56:14.805822+05:30,75695000,,,,2939923,36989,2760458,59548455,53369980,36417846,0,0.0,0,0,0,0
