,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Amritsar,-1551.0,-5.0,-753.0,,4340.0,8047.0,0,44.0,1177.0,0.0,158.0,,31200.0,46359.0,0,2490891,,,,49892,1600,46065,,1524480,855849,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
1,1,1,1,1,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Barnala,-204.0,-1.0,-29.0,,332.0,888.0,0,3.0,112.0,0.0,0.0,,8861.0,23722.0,0,596294,,,,6134,248,5710,,370760,200117,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
2,2,2,2,2,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Bathinda,-1461.0,0.0,-246.0,,3542.0,3433.0,0,74.0,602.0,4.0,103.0,,51663.0,55104.0,0,1388859,,,,43090,1053,40888,,775599,422680,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
3,3,3,3,3,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Faridkot,-179.0,0.0,-68.0,,931.0,1625.0,0,5.0,228.0,0.0,20.0,,11951.0,19452.0,0,618008,,,,14291,321,13664,,376469,237450,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
4,4,4,4,4,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Fatehgarh Sahib,-495.0,-3.0,-327.0,,697.0,1014.0,0,16.0,375.0,1.0,270.0,,13486.0,21329.0,0,599814,,,,9830,339,8860,,402926,250394,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
5,5,5,5,5,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Fazilka,-203.0,0.0,-41.0,,1100.0,1988.0,0,9.0,84.0,1.0,10.0,,18066.0,38959.0,0,1180483,,,,20470,532,19768,,588482,318115,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
6,6,6,6,6,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Ferozepur,-221.0,0.0,-50.0,,1167.0,2693.0,0,4.0,201.0,0.0,12.0,,11793.0,29206.0,0,2026831,,,,14884,504,13992,,534084,266457,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
7,7,7,7,7,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Gurdaspur,-799.0,-3.0,-276.0,,3938.0,7665.0,0,41.0,444.0,3.0,123.0,,22286.0,40148.0,0,2299026,,,,23329,808,21767,,1010353,709757,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
8,8,8,8,8,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Hoshiarpur,-888.0,-5.0,-258.0,,1933.0,2892.0,0,19.0,892.0,2.0,37.0,,28890.0,37815.0,0,1582793,,,,32437,1002,30087,,1083207,789335,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
9,9,9,9,9,2022-01-16,PB,7318.0,15.0,3599.0,-113031.0,45937,87768,2165,1273.0,42448.0,94.0,17447.0,83796.0,529948.0,905895.0,33836.0,Jalandhar,-1617.0,-4.0,-914.0,,3294.0,10504.0,0,129.0,1235.0,2.0,451.0,,27651.0,67524.0,0,2181753,,,,66369,1504,62684,,1556417,1095293,0,0,2022-01-17 11:56:09.389267,29859000,,,,663867,16769,605848,17096375,18066897,10851034,33836,0,0.0,0
