,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Dimapur,72,0,28,,0,0,0,27,572.0,0.0,261.0,,14773.0,6075.0,0,379769,,,888 cases were recorded as Non Covid Deaths with Covid19 Positivity,15552,421,14741,,300310,223768,0,888,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,162.0
1,1,1,1,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Kiphire,0,0,0,,5,8,0,0,0.0,0.0,0.0,,297.0,147.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,258,,21047,10681,0,1,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
2,2,2,2,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Kohima,10,0,1,,11,3,0,0,46.0,0.0,6.0,,5656.0,1184.0,0,270063,,,210 cases were recorded as Non Covid Deaths with Covid19 Positivity,9560,125,9389,,115056,94187,0,210,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,3.0
3,3,3,3,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Longleng,0,0,0,,1,10,0,0,0.0,0.0,0.0,,168.0,72.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21692,16587,0,20,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
4,4,4,4,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Mokokchung,0,0,0,,59,1,0,1,3.0,0.0,0.0,,3568.0,879.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2385,56,2325,,74648,62284,0,69,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
5,5,5,5,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Mon,0,0,0,,131,60,0,0,1.0,0.0,1.0,,1159.0,600.0,0,259604,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,1160,12,1146,,73829,55526,0,20,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,1.0
6,6,6,6,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Peren,0,0,0,,0,0,0,0,7.0,0.0,2.0,,805.0,471.0,0,163294,,,17 cases were recorded as Non Covid Deaths with Covid19 Positivity,929,6,918,,23044,15864,0,17,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,2.0
7,7,7,7,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Phek,0,0,0,,93,48,0,0,2.0,0.0,0.0,,1053.0,400.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,606,18,586,,38066,26148,0,9,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
8,8,8,8,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Tuensang,0,0,0,,4,8,0,0,15.0,0.0,0.0,,920.0,326.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1117,13,1089,,43542,31400,0,3,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
9,9,9,9,2022-01-16,NL,82,0,29,386,429,188,35,28,646.0,0.0,270.0,5635.0,29953.0,10810.0,4007.0,Wokha,0,0,0,,0,0,0,0,0.0,0.0,0.0,,1314.0,378.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,392,,38122,26796,0,16,2022-01-22T02:04:16.434116+05:30,2150000,,,1265 cases were recorded as Non Covid Deaths with Covid19 Positivity,32916,687,31756,432905,791734,591003,4007,1265,168.0,0.0
