Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Aizawl,,,,,0,0,0,,,,,8190.0,3190.0,404054,,,,,,,,336305,270342,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Champhai,,,,,0,0,0,,,,,5032.0,322.0,125370,,,,,,,,80922,62224,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Hnahthial,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Khawzawl,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Kolasib,,,,,0,0,0,,,,,2570.0,1138.0,83054,,,,,,,,55741,41253,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Lawngtlai,,,,,0,0,0,,,,,1922.0,606.0,117444,,,,,,,,75713,38905,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Lunglei,,,,,0,0,0,,,,,4670.0,394.0,154094,,,,,,,,106533,85963,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Mamit,,,,,0,0,0,,,,,1424.0,505.0,85757,,,,,,,,50479,36113,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Saiha,,,,,23,9,0,,,,,2217.0,598.0,56366,,,,,,,,38400,25454,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Saitual,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Serchhip,,,,,0,0,0,,,,,1862.0,455.0,64875,,,,,,,,45905,38744,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
2022-01-16,MZ,223,0,722,0,23,9,0,6433.0,9.0,2614.0,,27887.0,7208.0,Unknown,223.0,0.0,722.0,,0,0,0,6433.0,9.0,2614.0,,0.0,0.0,0,,,,152478.0,570.0,143486.0,,0,0,0,2022-01-17 11:56:09.389267,1192000,,,,152478,570,143486,,789998,598998,0,0.0,0.0
