,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Andaman and Nicobar Islands,65,0,62,0,119,23,29,496.0,0.0,352.0,0.0,6377.0,1659.0,397000,0,0,0,8646,129,8051,0,321885,297941,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Andhra Pradesh,4570,1,669,0,1579,32987,994,24421.0,5.0,2420.0,0.0,215537.0,1261571.0,52221000,0,0,0,2106280,14510,2065000,0,42329259,32663311,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Arunachal Pradesh,140,0,54,0,344,117,11,1075.0,0.0,141.0,0.0,27202.0,8536.0,1504000,0,0,0,56633,282,55195,0,854253,665030,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Assam,2709,5,1223,0,5810,22723,937,19994.0,25.0,5798.0,0.0,229176.0,546862.0,34293000,0,0,0,646735,6206,619924,0,22863585,16907646,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Bihar,5410,9,5809,0,130767,149374,1073,41727.0,35.0,23081.0,0.0,1728831.0,1111268.0,119520000,0,0,0,787127,12136,739482,0,62158916,44719840,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Chandigarh,1358,1,665,0,2102,1299,287,9207.0,7.0,2361.0,0.0,37243.0,23544.0,1179000,0,0,0,77628,1087,67338,0,1091319,829563,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Chhattisgarh,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,0.0,266795.0,431512.0,28724000,0,0,0,1059716,13654,1013270,0,19038759,13110704,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Dadra and Nagar Haveli and Daman and Diu,36,0,22,0,269,543,9,199.0,0.0,76.0,0.0,11772.0,10738.0,959000,0,0,0,10986,4,10770,0,745073,553289,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Delhi,18286,28,21846,0,14727,7040,10769,160240.0,203.0,130951.0,0.0,603012.0,305483.0,19814000,0,0,0,1709970,25363,1594788,0,16506030,11928909,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,TT,258089,385,151740,1313444,2085463,2238875,129549,1672526.0,2515.0,737289.0,12186930.0,23969118.0,24279709.0,Goa,3232,7,1922,0,47,187,1520,20566.0,25.0,8369.0,0.0,11205.0,14008.0,1540000,0,0,0,210475,3557,185537,0,1370823,1137752,0,2022-01-17 12:14:22.166616,1332900000,2022-01-16 00:00:00,https://www.icmr.gov.in/,0,37380253,486451,35237461,703762282,911090912,656724735,0,0.0,0,0,0,0
