"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","211","435","56245","2","4481","60720","104"
"Bageshwar","421","480","31243","0","2082","33321","432"
"Chamoli","365","409","40264","2","3185","43447","414"
"Champawat","357","344","49044","0","1896","50937","675"
"Dehradun","1351","1396","326975","10","32671","359511","927"
"Haridwar","553","486","288561","2","12920","301451","397"
"Nainital","658","672","65394","3","11261","76585","157"
"Pauri Garhwal","896","1358","77138","1","5236","82367","186"
"Pithoragarh","109","348","34264","1","2541","36793","53"
"Rudraprayag","198","226","23076","1","2696","25772","187"
"Tehri Garhwal","363","353","26792","1","2343","29128","479"
"US Nagar","1041","1071","116706","0","8771","125453","323"
"Uttarkashi","225","22","29460","0","1634","31092","390"
"Total","6748","7600","1165162","23","91717","1256577","4724"
