,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2022-02-02,CH,Chandigarh,,,,,,,,2022-02-03 11:55:26.571767,,,,90008,1129,86289,
1,2022-02-02,CH,Unknown,,,,90008,1129,86289,,2022-02-03 11:55:26.571767,,,,90008,1129,86289,
