"","COVID-19 STATUS AS ON 25/08/2022","","","","","","","","","","","","","",""
"SNo.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","0","3","3","1","17","4","21","13094","10760","23854","58","9","23626","170"
"2","KARGIL","1","0","0","0","1","0","1","4218","1115","5333","4","2","5269","60"
"","Total","1","3","3","1","18","4","22","17312","11875","29187","62","11","28895","230"
