"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19984","7","267"
"2","Chengalpattu","253042","250138","243","2661"
"3","Chennai","791589","780303","2216","9070"
"4","Coimbatore","340716","337861","237","2618"
"5","Cuddalore","75922","74945","81","896"
"6","Dharmapuri","36843","36554","6","283"
"7","Dindigul","39151","38429","57","665"
"8","Erode","136457","135575","148","734"
"9","Kallakurichi","36946","36727","4","215"
"10","Kancheepuram","98258","96948","7","1303"
"11","Kanyakumari","90282","89042","154","1086"
"12","Karur","30274","29884","18","372"
"13","Krishnagiri","62482","61955","155","372"
"14","Madurai","93233","91921","76","1236"
"15","Mayiladuthurai","27426","27040","56","330"
"16","Nagapattinam","26029","25637","17","375"
"17","Namakkal","69781","69214","33","534"
"18","Nilgiris","42909","42655","28","226"
"19","Perambalur","14940","14648","43","249"
"20","Pudukottai","35275","34828","21","426"
"21","Ramanathapuram","25008","24626","13","369"
"22","Ranipet","56639","55823","29","787"
"23","Salem","131766","129900","102","1764"
"24","Sivagangai","25182","24917","46","219"
"25","Tenkasi","33958","33450","18","490"
"26","Thanjavur","93577","92496","40","1041"
"27","Theni","51855","51308","14","533"
"28","Thirupathur","36094","35456","5","633"
"29","Thiruvallur","153549","151586","21","1942"
"30","Thiruvannamalai","68410","67711","14","685"
"31","Thiruvarur","48991","48497","21","473"
"32","Thoothukudi","67359","66841","70","448"
"33","Tirunelveli","66145","65611","89","445"
"34","Tiruppur","132194","131113","28","1053"
"35","Trichy","98186","96932","93","1161"
"36","Vellore","58139","56942","34","1163"
"37","Villupuram","56410","56006","37","367"
"38","Virudhunagar","59590","58977","58","555"
"39","Airport Surveillance 
(International)","1400","1393","6","1"
"40","Airport Surveillance 
(Domestic)","1168","1166","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,87,861","35,45,467","4,346","38,048"
