TT|2022-11-02 07:55:12.922410|GetSource|ERR|File Not Found
TT|2022-11-02 09:55:10.131150|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 09:55:35.086317|ExtractFromHTML|OK|COMPLETED
TT|2022-11-02 11:55:11.995583|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 11:55:26.487955|ExtractFromHTML|OK|COMPLETED
TT|2022-11-02 19:55:13.112618|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 20:55:11.753347|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 21:55:12.271969|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 22:55:12.098030|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-02 23:55:12.409021|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-03 07:55:12.588886|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-03 09:55:11.884657|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
