"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","20","0","0","0","1896","1862","14"
"East Jaintia Hills","4","0","0","0","2440","2404","32"
"East Khasi Hills","216","22","8","0","41496","40286","994"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","14","2","1","0","9724","9620","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","16","1","3","0","9071","8982","73"
"West Jaintia Hills","12","2","0","0","6819","6672","135"
"West Khasi Hills","14","1","0","0","5499","5411","74"
"Total","296","28","12","0","84269","82506","1467"
