"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19614","2","267"
"2","Chengalpattu","235223","232266","300","2657"
"3","Chennai","750410","740618","726","9066"
"4","Coimbatore","329744","326756","373","2615"
"5","Cuddalore","74228","73287","48","893"
"6","Dharmapuri","36173","35874","16","283"
"7","Dindigul","37469","36783","21","665"
"8","Erode","132641","131822","85","734"
"9","Kallakurichi","36514","36294","5","215"
"10","Kancheepuram","94338","92951","85","1302"
"11","Kanyakumari","86185","85028","72","1085"
"12","Karur","29750","29362","16","372"
"13","Krishnagiri","59610","59200","40","370"
"14","Madurai","91017","89753","28","1236"
"15","Mayiladuthurai","26496","26165","1","330"
"16","Nagapattinam","25436","25045","16","375"
"17","Namakkal","67988","67402","52","534"
"18","Nilgiris","42060","41709","125","226"
"19","Perambalur","14459","14204","6","249"
"20","Pudukottai","34455","34017","12","426"
"21","Ramanathapuram","24660","24282","10","368"
"22","Ranipet","53910","53107","16","787"
"23","Salem","127338","125484","92","1762"
"24","Sivagangai","23806","23548","39","219"
"25","Tenkasi","32736","32241","5","490"
"26","Thanjavur","92100","91014","47","1039"
"27","Theni","50590","50053","5","532"
"28","Thirupathur","35725","35084","8","633"
"29","Thiruvallur","147393","145333","121","1939"
"30","Thiruvannamalai","66794","66082","28","684"
"31","Thiruvarur","48003","47516","15","472"
"32","Thoothukudi","64939","64470","22","447"
"33","Tirunelveli","62746","62270","31","445"
"34","Tiruppur","129882","128728","102","1052"
"35","Trichy","94914","93670","83","1161"
"36","Vellore","57235","56000","72","1163"
"37","Villupuram","54578","54197","15","366"
"38","Virudhunagar","56809","56228","27","554"
"39","Airport Surveillance 
(International)","1244","1240","3","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,013","34,10,228","2,770","38,015"
