"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16854","16548","45","261"
"2","Chengalpattu","171777","168327","944","2506"
"3","Chennai","554672","544701","1425","8546"
"4","Coimbatore","246780","243070","1294","2416"
"5","Cuddalore","64085","62997","221","867"
"6","Dharmapuri","28425","27957","194","274"
"7","Dindigul","33099","32348","106","645"
"8","Erode","104303","102836","781","686"
"9","Kallakurichi","31364","31056","98","210"
"10","Kancheepuram","74970","73386","326","1258"
"11","Kanyakumari","62362","61112","202","1048"
"12","Karur","24091","23523","212","356"
"13","Krishnagiri","43570","43036","186","348"
"14","Madurai","75215","73853","190","1172"
"15","Mayiladuthurai","23280","22878","86","316"
"16","Nagapattinam","21074","20561","167","346"
"17","Namakkal","52245","51253","494","498"
"18","Nilgiris","33566","33164","190","212"
"19","Perambalur","12067","11790","34","243"
"20","Pudukottai","30183","29627","140","416"
"21","Ramanathapuram","20564","20158","49","357"
"22","Ranipet","43436","42557","104","775"
"23","Salem","99893","97619","589","1685"
"24","Sivagangai","20195","19854","135","206"
"25","Tenkasi","27357","26834","39","484"
"26","Thanjavur","75352","73874","506","972"
"27","Theni","43571","43018","32","521"
"28","Thirupathur","29301","28600","76","625"
"29","Thiruvallur","119370","117138","390","1842"
"30","Thiruvannamalai","54968","54122","179","667"
"31","Thiruvarur","41461","40760","259","442"
"32","Thoothukudi","56304","55757","138","409"
"33","Tirunelveli","49374","48812","130","432"
"34","Tiruppur","95405","93683","743","979"
"35","Trichy","77534","76038","437","1059"
"36","Vellore","49864","48564","169","1131"
"37","Villupuram","45857","45382","119","356"
"38","Virudhunagar","46294","45687","59","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,02,623","26,55,015","11,492","36,116"
