"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","5","2","1","0","1904","1885","14"
"East Jaintia Hills","2","0","0","0","2442","2408","32"
"East Khasi Hills","266","17","8","0","41740","40473","1001"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","6","0","3","0","9731","9635","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","4","1","4","0","9079","9002","73"
"West Jaintia Hills","5","1","2","1","6821","6680","136"
"West Khasi Hills","8","1","3","0","5515","5433","74"
"Total","296","22","21","1","84556","82785","1475"
