"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4752","4281","51","4","416"
"Bageshwar","2140","2015","25","0","100"
"Chamoli","3293","3156","18","3","116"
"Champawat","1968","1927","18","1","22"
"Dehradun","37226","35774","844","191","417"
"Haridwar","13773","13339","169","27","238"
"Nainital","12388","12012","290","31","55"
"Pauri Garhwal","5445","4390","61","19","975"
"Pithoragarh","2623","2455","20","4","144"
"Rudraprayag","2878","2676","65","2","135"
"Tehri Garhwal","2568","2088","30","7","443"
"U.S. Nagar","9119","8732","66","6","315"
"Uttarkashi","1845","1640","18","6","181"
"Total","100018","94485","1675","301","3557"
