Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-06,WB,Alipurduar,15474,101,15299,,767867,287317,1055184,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Bankura,35871,273,35395,,1018656,367299,1385955,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Birbhum,40828,285,40460,,1151467,398617,1550084,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Cooch Behar,28971,96,28716,,0,0,0,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Dakshin Dinajpur,17532,169,17228,,868439,302143,1170582,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Darjeeling,56444,531,55543,,1260869,520382,1781251,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Hooghly,84699,973,83164,,2331717,1090041,3421758,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Howrah,97180,1514,95137,,2107284,983989,3091273,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Jalpaiguri,41585,565,40799,,901872,304243,1206115,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Jhargram,12010,27,11890,,573868,166668,740536,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Kalimpong,6954,54,6823,,179212,105217,284429,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Kolkata,317377,5084,310864,,4684713,2561056,7245769,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Malda,33207,186,32912,,1538336,471237,2009573,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Murshidabad,33850,327,33491,,2499298,806713,3306011,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Nadia,72261,821,70901,,1961395,711213,2672608,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,North 24 Parganas,326017,4745,320019,,953073,391619,1344692,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Other State,66,3,63,,,,,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Paschim Bardhaman,57294,353,56756,,1520015,523319,2043334,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Paschim Medinipur,52977,506,52122,,1737413,719955,2457368,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Purba Bardhaman,41406,195,40944,,1777062,735017,2512079,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Purba Medinipur,62730,395,62024,,2737241,1132097,3869338,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Purulia,19366,113,19228,,1196501,391156,1587657,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,South 24 Parganas,99434,1312,97561,,1440419,565925,2006344,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
2021-10-06,WB,Uttar Dinajpur,19713,235,19453,,967067,334043,1301110,1573246,18863,1546792,18362325.0,43354795,17390467,60745262
