"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","5","0","1","0","1870","1852","13"
"East Jaintia Hills","5","1","0","1","2434","2397","32"
"East Khasi Hills","257","26","32","0","41204","39957","990"
"North Garo Hills","3","0","0","0","1686","1675","8"
"Ri-Bhoi","19","2","0","0","9705","9596","90"
"South Garo Hills","0","0","0","0","1216","1204","12"
"South West Garo Hills","2","0","0","0","1872","1852","18"
"South West Khasi Hills","5","0","0","0","2549","2527","17"
"West Garo Hills","25","3","1","0","9046","8949","72"
"West Jaintia Hills","12","0","4","0","6805","6658","135"
"West Khasi Hills","30","4","11","0","5476","5375","71"
"Total","363","36","49","1","83863","82042","1458"
