"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16923","16638","21","264"
"2","Chengalpattu","173718","170554","631","2533"
"3","Chennai","557921","548131","1182","8608"
"4","Coimbatore","250070","246373","1234","2463"
"5","Cuddalore","64394","63443","79","872"
"6","Dharmapuri","28800","28397","125","278"
"7","Dindigul","33227","32526","51","650"
"8","Erode","106252","104743","813","696"
"9","Kallakurichi","31556","31302","44","210"
"10","Kancheepuram","75584","74124","196","1264"
"11","Kanyakumari","62772","61598","117","1057"
"12","Karur","24605","24052","191","362"
"13","Krishnagiri","43833","43392","88","353"
"14","Madurai","75511","74224","104","1183"
"15","Mayiladuthurai","23372","23024","30","318"
"16","Nagapattinam","21326","20875","94","357"
"17","Namakkal","53451","52478","467","506"
"18","Nilgiris","34080","33673","193","214"
"19","Perambalur","12103","11848","11","244"
"20","Pudukottai","30325","29878","29","418"
"21","Ramanathapuram","20627","20240","28","359"
"22","Ranipet","43554","42744","35","775"
"23","Salem","101300","99097","501","1702"
"24","Sivagangai","20388","20127","51","210"
"25","Tenkasi","27394","26896","12","486"
"26","Thanjavur","76085","74853","237","995"
"27","Theni","43605","43073","11","521"
"28","Thirupathur","29392","28740","25","627"
"29","Thiruvallur","120181","118051","283","1847"
"30","Thiruvannamalai","55182","54454","58","670"
"31","Thiruvarur","41862","41292","112","458"
"32","Thoothukudi","56492","56041","41","410"
"33","Tirunelveli","49645","49109","103","433"
"34","Tiruppur","97106","95503","604","999"
"35","Trichy","78429","77073","274","1082"
"36","Vellore","50179","48895","143","1141"
"37","Villupuram","46015","45613","45","357"
"38","Virudhunagar","46394","45821","25","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,26,197","26,81,434","8,291","36,472"
