"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19953","19641","45","267"
"2","Chengalpattu","242731","237233","2840","2658"
"3","Chennai","769778","753374","7335","9069"
"4","Coimbatore","332254","328710","927","2617"
"5","Cuddalore","74471","73449","127","895"
"6","Dharmapuri","36271","35940","48","283"
"7","Dindigul","37594","36852","77","665"
"8","Erode","133075","132108","233","734"
"9","Kallakurichi","36633","36326","92","215"
"10","Kancheepuram","95870","94043","525","1302"
"11","Kanyakumari","87517","85930","502","1085"
"12","Karur","29843","29415","56","372"
"13","Krishnagiri","59879","59378","131","370"
"14","Madurai","91675","90118","321","1236"
"15","Mayiladuthurai","26587","26207","50","330"
"16","Nagapattinam","25517","25102","40","375"
"17","Namakkal","68254","67568","152","534"
"18","Nilgiris","42346","42053","67","226"
"19","Perambalur","14652","14293","110","249"
"20","Pudukottai","34588","34082","80","426"
"21","Ramanathapuram","24755","24342","45","368"
"22","Ranipet","54428","53371","270","787"
"23","Salem","127923","125886","275","1762"
"24","Sivagangai","24144","23769","156","219"
"25","Tenkasi","33021","32346","185","490"
"26","Thanjavur","92386","91214","132","1040"
"27","Theni","50805","50140","132","533"
"28","Thirupathur","35798","35135","30","633"
"29","Thiruvallur","149765","146784","1042","1939"
"30","Thiruvannamalai","67131","66247","199","685"
"31","Thiruvarur","48138","47596","69","473"
"32","Thoothukudi","65767","64890","429","448"
"33","Tirunelveli","63771","62761","565","445"
"34","Tiruppur","130218","129027","139","1052"
"35","Trichy","96078","94252","665","1161"
"36","Vellore","57528","56286","79","1163"
"37","Villupuram","54884","54321","197","366"
"38","Virudhunagar","57364","56511","299","554"
"39","Airport Surveillance 
(International)","1361","1344","16","1"
"40","Airport Surveillance 
(Domestic)","1140","1134","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,96,321","34,39,606","18,687","38,028"
