"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2076","19","4","0"
"East Jaintia Hills","2","0","0","2666","39","10","0"
"East Khasi Hills","1","5","0","47758","1077","53","22"
"Eastern West Khasi Hills","0","0","0","156","9","2","0"
"North Garo Hills","0","0","0","1915","10","1","0"
"Ri-Bhoi","1","2","0","10532","101","21","5"
"South Garo Hills","1","3","0","1429","14","20","1"
"South West Garo Hills","1","6","0","2233","21","14","0"
"South West Khasi Hills","0","1","0","2711","20","7","2"
"West Garo Hills","2","8","0","11732","84","340","10"
"West Jaintia Hills","5","7","0","7305","141","30","8"
"West Khasi Hills","0","0","0","5670","78","1","0"
"Total","13","32","0","96183","1613","503","48"
