District,Recovered,Deceased,Active
अमरोह,19076,205,110
श्र वस्ती,4989.0,39.0,106.0
शामली,16537.0,48.0,105.0
हापड़ु,15043.0,222.0,102.0
कुशीनगर,16024.0,234.0,101.0
अमठेी,11220.0,145.0,100.0
बस्ती,12625.0,335.0,99.0
प्रतापगढ़,16493.0,163.0,99.0
चदौली,17362.0,376.0,96.0
ब द,11847.0,163.0,94.0
बबजनौर,18119.0,139.0,92.0
फर्रख ब द,11740.0,197.0,87.0
सहारनपरु,38193.0,425.0,79.0
अयोध्य,18498.0,292.0,72.0
इट व,15619.0,296.0,72.0
कौश म्बी,4725.0,72.0,64.0
र मपरु,14521.0,152.0,56.0
लमर् परु,11865.0,121.0,53.0
महोब,4369.0,88.0,52.0
चचत्रकट,7656.0,79.0,51.0
एट,12003.0,100.0,50.0
बागपत,10936.0,140.0,46.0
औरैय्य,10688.0,210.0,44.0
सत कबीर नगर,8763.0,100.0,43.0
बललय,22449.0,245.0,42.0
क्रिरोजाबाद,10441.0,136.0,41.0
मऊ,8864.0,84.0,39.0
मनैपरुी,11374.0,189.0,36.0
सभल,10956.0,108.0,34.0
बलर मपरु,8032.0,139.0,33.0
क सगज,4825.0,55.0,19.0
ह र्रस,3684.0,43.0,17.0
