"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2046","17","0","0"
"East Jaintia Hills","1","1","0","2615","38","4","0"
"East Khasi Hills","2","1","0","47065","1074","20","5"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1880","9","1","0"
"Ri-Bhoi","0","0","1","10304","98","4","0"
"South Garo Hills","0","2","0","1343","13","0","0"
"South West Garo Hills","2","0","0","2093","20","4","0"
"South West Khasi Hills","0","1","0","2697","20","0","0"
"West Garo Hills","0","1","0","10718","80","4","2"
"West Jaintia Hills","3","1","0","7188","139","8","2"
"West Khasi Hills","0","0","0","5649","76","5","0"
"Total","8","7","1","93738","1592","50","9"
