,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-09,DL,Central Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
1,1,2021-11-09,DL,East Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
2,2,2021-11-09,DL,New Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
3,3,2021-11-09,DL,North Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
4,4,2021-11-09,DL,North East Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
5,5,2021-11-09,DL,North West Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
6,6,2021-11-09,DL,Shahdara,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
7,7,2021-11-09,DL,South Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
8,8,2021-11-09,DL,South East Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
9,9,2021-11-09,DL,South West Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
10,10,2021-11-09,DL,West Delhi,,,,,,,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
11,11,2021-11-09,DL,Unknown,,,,1440176.0,25091.0,1414736.0,,2021-11-10 11:48:16.297035,,,,1440176,25091,1414736,29814549
