"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","8","1","1","0","1877","1855","14"
"East Jaintia Hills","4","3","2","0","2438","2402","32"
"East Khasi Hills","215","32","14","0","41306","40099","992"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","15","1","0","0","9712","9607","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","1","0","0","0","2549","2531","17"
"West Garo Hills","25","3","2","0","9055","8958","72"
"West Jaintia Hills","5","1","1","0","6809","6669","135"
"West Khasi Hills","21","3","1","0","5485","5392","72"
"Total","296","44","21","0","84006","82248","1462"
