"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16932","16657","11","264"
"2","Chengalpattu","174415","171275","602","2538"
"3","Chennai","559359","549425","1307","8627"
"4","Coimbatore","251500","247813","1200","2487"
"5","Cuddalore","64466","63524","69","873"
"6","Dharmapuri","28883","28525","79","279"
"7","Dindigul","33280","32580","49","651"
"8","Erode","106923","105551","670","702"
"9","Kallakurichi","31583","31346","27","210"
"10","Kancheepuram","75818","74333","220","1265"
"11","Kanyakumari","62904","61722","123","1059"
"12","Karur","24774","24250","160","364"
"13","Krishnagiri","43961","43484","122","355"
"14","Madurai","75587","74326","75","1186"
"15","Mayiladuthurai","23402","23058","26","318"
"16","Nagapattinam","21388","20972","59","357"
"17","Namakkal","53969","52995","460","514"
"18","Nilgiris","34234","33869","147","218"
"19","Perambalur","12111","11858","8","245"
"20","Pudukottai","30353","29908","25","420"
"21","Ramanathapuram","20647","20268","20","359"
"22","Ranipet","43620","42789","53","778"
"23","Salem","101821","99618","488","1715"
"24","Sivagangai","20443","20180","53","210"
"25","Tenkasi","27398","26906","6","486"
"26","Thanjavur","76238","75100","140","998"
"27","Theni","43614","43085","8","521"
"28","Thirupathur","29424","28767","30","627"
"29","Thiruvallur","120484","118340","291","1853"
"30","Thiruvannamalai","55259","54524","63","672"
"31","Thiruvarur","41952","41403","88","461"
"32","Thoothukudi","56532","56084","36","412"
"33","Tirunelveli","49697","49214","49","434"
"34","Tiruppur","97774","96157","614","1003"
"35","Trichy","78656","77364","204","1088"
"36","Vellore","50311","49031","139","1141"
"37","Villupuram","46049","45658","33","358"
"38","Virudhunagar","46408","45846","13","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,34,715","26,90,346","7,770","36,599"
