"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16909","16612","35","262"
"2","Chengalpattu","173132","169872","734","2526"
"3","Chennai","556883","546993","1305","8585"
"4","Coimbatore","248893","245269","1179","2445"
"5","Cuddalore","64332","63325","136","871"
"6","Dharmapuri","28701","28269","154","278"
"7","Dindigul","33184","32480","54","650"
"8","Erode","105552","104066","792","694"
"9","Kallakurichi","31528","31227","91","210"
"10","Kancheepuram","75392","73880","250","1262"
"11","Kanyakumari","62675","61453","168","1054"
"12","Karur","24433","23889","183","361"
"13","Krishnagiri","43758","43310","97","351"
"14","Madurai","75424","74119","126","1179"
"15","Mayiladuthurai","23339","22994","29","316"
"16","Nagapattinam","21239","20793","92","354"
"17","Namakkal","53007","52074","428","505"
"18","Nilgiris","33905","33505","187","213"
"19","Perambalur","12093","11832","17","244"
"20","Pudukottai","30299","29813","69","417"
"21","Ramanathapuram","20605","20222","24","359"
"22","Ranipet","43519","42709","35","775"
"23","Salem","100828","98626","507","1695"
"24","Sivagangai","20346","20060","78","208"
"25","Tenkasi","27382","26882","15","485"
"26","Thanjavur","75904","74622","298","984"
"27","Theni","43596","43064","11","521"
"28","Thirupathur","29365","28712","27","626"
"29","Thiruvallur","119928","117793","289","1846"
"30","Thiruvannamalai","55132","54393","70","669"
"31","Thiruvarur","41776","41157","162","457"
"32","Thoothukudi","56451","55971","71","409"
"33","Tirunelveli","49565","49013","119","433"
"34","Tiruppur","96522","94971","564","987"
"35","Trichy","78202","76754","374","1074"
"36","Vellore","50066","48834","94","1138"
"37","Villupuram","45970","45571","43","356"
"38","Virudhunagar","46371","45781","42","548"
"39","Airport Surveillance 
(International)","1031","1026","4","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,18,750","26,73,448","8,953","36,349"
