"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","15","40942","12","40506","68","0","368","0"
"","2","Ballari","48","116167","21","114097","301","0","1767","2"
"","3","Belagavi","80","100945","41","99568","370","0","1005","2"
"","4","Bengaluru Rural","8","79799","3","78730","162","0","907","0"
"","5","Bengaluru urban","1105","1843674","1347","1818601","8096","0","16976","1"
"","6","Bidar","6","29982","3","29531","27","0","420","4"
"","7","Chamarajanagara","10","43796","13","43184","77","0","524","11"
"","8","Chikkaballapura","7","55778","9","55267","49","0","461","1"
"","9","Chikkamagaluru","8","57387","3","56961","19","0","407","0"
"","10","Chitradurga","0","46433","2","46184","10","0","239","0"
"","11","Dakshina 
Kannada","15","136331","3","134398","79","0","1844","10"
"","12","Davanagere","32","57736","14","57010","102","0","624","0"
"","13","Dharwada","98","85197","22","83485","317","0","1388","7"
"","14","Gadag","5","30652","1","30278","36","0","338","0"
"","15","Hassana","8","144391","51","142929","153","0","1307","2"
"","16","Haveri","14","26959","7","26250","39","0","670","0"
"","17","Kalaburagi","20","77030","7","75929","217","0","884","0"
"","18","Kodagu","22","49578","7","49058","167","0","352","1"
"","19","Kolara","15","63443","23","62722","55","0","666","0"
"","20","Koppala","11","41381","6","40802","40","0","539","0"
"","21  Mandya","","12","101825","30","101014","100","0","711","0"
"","22  Mysuru","","48","230854","38","227955","339","0","2560","0"
"","23","Raichuru","16","45658","9","45178","113","1","367","0"
"","24","Ramanagara","1","29881","0","29522","12","0","347","0"
"","25","Shivamogga","34","83623","11","82367","125","0","1130","1"
"","26","Tumakuru","5","160293","30","158929","144","0","1220","0"
"","27","Udupi","7","95921","9","95341","33","0","547","0"
"","28","Uttara Kannada","34","71474","16","70599","65","0","810","0"
"","29","Vijayapura","7","41100","3","40549","30","0","521","0"
"","30","Yadagiri","3","29984","0","29762","10","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1694","4018250","1741","3966739","11355","1","40114","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 06-08-2022 
Page 5 of 10","","","","","","","","","",""
