,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10193,10026,129,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,713572,343840,341868,27864,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,14,40,74,128,10,12,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2322364,2306383,14731,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,97023021,44634278,47506722,4882021,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,404,1152,42644,44200,119,101,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64546,64221,296,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,1750977,933007,778658,39312,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,691,515,260,1466,18,1,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,725271,716573,7988,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,46689755,24571065,21407838,710852,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,1779,10504,9289,21572,161,25,0,,,1332900000,Assam,34293000
4,Bihar,833552,820121,12261,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,137036629,71380033,62027148,3629448,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,30269,80989,80251,191509,162,86,1,,,1332900000,Bihar,119520000
5,Chandigarh,94072,92439,1165,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,2201991,1179302,968650,54039,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,114,285,170,569,34,52,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1154859,1139781,14038,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,40418911,20810877,18856985,751049,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,5343,17645,6822,29810,132,113,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11491,11470,4,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,1447931,777656,624014,46261,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,20,79,147,246,3,4,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1937433,1908223,26272,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,35104029,18127563,15293411,1683055,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,983,2983,15485,19451,420,749,1,,,1332900000,Delhi,19814000
9,Goa,249170,244368,3839,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,2790281,1435370,1284928,69983,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,49,104,354,507,75,148,1,,,1332900000,Goa,1540000
10,Gujarat,1234117,1219657,10948,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,111592160,54134523,53338188,4119449,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,10809,22256,24534,57599,419,454,1,,,1332900000,Gujarat,67936000
11,Haryana,1017580,1004762,10625,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,44087055,23574935,19474355,1037765,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,1297,7231,12506,21034,371,652,1,,,1332900000,Haryana,28672000
12,Himachal Pradesh,286547,281730,4141,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,13287812,6603567,6235808,448437,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,224,844,3450,4518,133,129,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,455391,450057,4757,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,23336747,11329124,11527983,479640,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,414,9625,1862,11901,58,58,1,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,436112,430439,5321,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,40751947,23528986,16785867,437094,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,5299,9510,3291,18100,52,43,1,,,1332900000,Jharkhand,37403000
15,Karnataka,3973034,3926440,40120,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,112287494,54858983,53853523,3574988,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,4364,23336,18974,46674,749,940,1,,,1332900000,Karnataka,65798000
16,Kerala,6653272,6553635,70048,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,55988082,28982958,24911444,2093680,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,4406,6250,8931,19587,3322,3258,2,,,1332900000,Kerala,35125000
17,Ladakh,28519,28148,228,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,515950,237381,200697,77872,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,13,37,464,514,6,13,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11411,11356,52,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,125077,61532,59364,4181,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,0,0,0,0,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7986811,7816933,147943,2022-07-05,TT,43531650,525242,42891933,2022-07-05 12:28:25.933597,864451219,2022-07-04 00:00:00,451312,1979832565,1017102549,916955294,45774722,169622642,90899809,74878083,3844750,https://www.icmr.gov.in/,13086,19,12456,372051,580340,147926,1100317,15338,33206,18111,66655,1515,2062,3,,,1332900000,Maharashtra,122153000
