District,Recovered,Deceased,Active
गौतम बिु नगर,99660,490,715
गाज़ियाबाद,85011,473,320
लखनऊ,294177,2694,126
आगरा,35791,465,71
मरेठ,88124,932,56
कानपरु नगर,91523,1923,49
िाराणसी,97599,988,39
प्रयागराज,87409,1116,20
कन्नौज,10827,126,17
बलुदंशहर,26348,253,14
लललतपरु,14770,134,13
हमीरपरु,6081,102,11
अम्बडेकर नगर,5960,167,9
कुशीनगर,16232,235,9
अमरोहा,19298,208,8
क्रिरोजाबाद,10572,136,8
झासी,43899,675,8
मरुादाबाद,46075,368,8
चदंौली,17538,379,7
फरु्रखाबाद,11881,197,7
मथरुा,25595,406,7
उन्नाव,16916,257,7
इटावा,15780,296,6
गोरखपरु,65968,866,6
आजमगढ़,19443,235,5
गोंडा,14151,285,5
हरदोई,17284,371,5
लखीमपरु-खीरी,30025,300,5
रामपरु,14610,153,5
अलीगढ,25487,113,4
औरैय्या,10791,211,4
बरेली,50103,377,4
चचत्रकूट,7774,79,4
फतहेपरु,8310,141,4
जौनपरु,24380,244,4
राय बरेली,21334,348,4
बाराबकंी,23709,227,3
महाराजगजं,14735,146,3
लमर्ाुपरु,11956,126,3
मजुफ्फरनगर,38331,277,3
सहारनपरु,38381,428,3
शामली,16696,48,3
सलु्तानपरु,16868,144,3
