"","COVID-19 STATUS AS ON 08/08/2022","","","","","","","","","","","","","",""
"SNo.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","1","0","2","13","3","13","16","13043","10659","23702","110","9","23424","168"
"2","KARGIL","0","0","0","1","0","1","1","4210","1109","5319","8","3","5251","60"
"","Total","1","0","2","14","3","14","17","17253","11768","29021","118","12","28675","228"
