,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7717,7582,129,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,592040,299462,292578,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,69,373,442,1,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2076849,2061308,14492,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,68876696,39565253,29311443,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,111907,303751,415658,162,186,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55336,55037,280,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,1454347,805051,649296,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,354,1072,1426,2,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,620472,612171,6162,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,37389457,21721409,15668048,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,6086,114412,120498,115,112,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726606,714294,12096,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,98596442,57564507,41031935,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,56328,317056,373384,77,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65829,64624,1079,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,1707877,976041,731836,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,4303,7656,11959,33,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007847,993784,13600,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,29634536,17591496,12043040,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,16393,155503,171896,106,36,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10691,10686,4,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,1211124,696475,514649,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,509,2876,3385,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1445102,1417804,25107,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,26073964,15098624,10975340,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,60729,90454,151183,923,344,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,180399,176222,3520,2021-12-30,TT,34822040,480860,34258778,2021-12-30 12:57:56.842275,676445395,2021-12-29 00:00:00,1199252,1438582817,843177050,595405767,2401616,1300457,1101159,https://www.icmr.gov.in/,13154,268,7486,5109592,1615425,6725017,575,2424,2999,170,48,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.2857142857,1340170.0,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
