,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-12-30,UT,Almora,,,620 cases were recorded as Migrated / Others,12242,196,11424,251118.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,620,6209
1,2021-12-30,UT,Bageshwar,,,25 cases were recorded as Migrated / Others,5770,61,5681,219558.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,25,6209
2,2021-12-30,UT,Chamoli,,,207 cases were recorded as Migrated / Others,12253,62,11983,304337.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,207,6209
3,2021-12-30,UT,Champawat,,,189 cases were recorded as Migrated / Others,7621,53,7375,271666.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,189,6209
4,2021-12-30,UT,Dehradun,,,603 cases were recorded as Migrated / Others,112819,3526,108587,2033223.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,603,6209
5,2021-12-30,UT,Haridwar,,,1397 cases were recorded as Migrated / Others,51606,1024,49157,2259754.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,1397,6209
6,2021-12-30,UT,Nainital,,,142 cases were recorded as Migrated / Others,39404,947,38253,613680.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,142,6209
7,2021-12-30,UT,Pauri Garhwal,,,701 cases were recorded as Migrated / Others,17746,315,16720,427749.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,701,6209
8,2021-12-30,UT,Pithoragarh,,,108 cases were recorded as Migrated / Others,10303,182,9993,241850.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,108,6209
9,2021-12-30,UT,Rudraprayag,,,160 cases were recorded as Migrated / Others,8806,106,8540,209160.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,160,6209
10,2021-12-30,UT,Tehri Garhwal,,,899 cases were recorded as Migrated / Others,15847,110,14831,321737.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,899,6209
11,2021-12-30,UT,Udham Singh Nagar,,,813 cases were recorded as Migrated / Others,37959,761,36372,997819.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,813,6209
12,2021-12-30,UT,Uttarkashi,,,345 cases were recorded as Migrated / Others,12564,74,12143,355528.0,2022-01-22T02:37:09.674836+05:30,,,6209 cases were recorded as Migrated / Others,344940,7417,331059,8507179,345,6209
