"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","279","157","222313","0","12190","234503","459"
"Bageshwar","400","365","195838","0","5764","201602","690"
"Chamoli","394","518","270726","0","12242","282968","508"
"Champawat","245","105","223886","0","7603","231489","712"
"Dehradun","3589","3939","1773750","6","112371","1886121","1061"
"Haridwar","2004","2043","2018103","0","51499","2069602","862"
"Nainital","470","564","514060","0","39234","553294","165"
"Pauri Garhwal","252","446","364713","0","17686","382399","263"
"Pithoragarh","62","665","206301","0","10262","216563","365"
"Rudraprayag","298","340","183142","0","8800","191942","673"
"Tehri Garhwal","151","182","289473","0","15835","305308","387"
"US Nagar","731","538","871673","0","37876","909549","409"
"Uttarkashi","426","751","323504","1","12549","336053","764"
"Total","9301","10613","7457482","7","343911","7801393","7318"
