"Sr. No.","District/Corporation","Cases","","Deaths",""
"","","Daily","Prog.","Daily","Prog."
"1","MCGM","465","1126625","1","19659"
"2","Thane","12","120234","0","2289"
"3","TMC","49","199494","0","2180"
"4","Navi Mumbai","74","177021","0","2094"
"5","KDMC","16","179041","0","2978"
"6","Ulhasnagar MC","3","27022","0","685"
"7","Bhivandi Nijampur MC","4","13326","0","496"
"8","Mira Bhayandar MC","31","79163","0","1231"
"9","Palghar","0","65450","0","1244"
