"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"28","Buldhana","92976","92083","839","54"
"29","Yavatmal","82549","80647","1820","82"
"30","Nagpur","584277","573886","9216","1175"
"31","Wardha","66202","64699","1409","94"
"32","Bhandara","69341","67865","1142","334"
"33","Gondia","45828","45098","587","143"
"34","Chandrapur","99597","97855","1595","147"
"35","Gadchiroli","37369","36558","729","82"
"","Other states/country","144","31","113","0"
"","Total","8059732","7899582","148139","12011"
