"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4374","3957","49","4","370"
"Bageshwar","2058","1968","10","0","84"
"Chamoli","3128","2829","194","3","104"
"Champawat","1830","1577","235","1","20"
"Dehradun","32049","31334","331","158","361"
"Haridwar","12721","12272","237","22","220"
"Nainital","11109","11017","96","29","37"
"Pauri Garhwal","5135","3929","229","16","968"
"Pithoragarh","2489","2282","83","4","132"
"Rudraprayag","2643","2480","40","2","121"
"Tehri Garhwal","2312","1941","60","5","313"
"U.S. Nagar","8702","8418","38","5","265"
"Uttarkashi","1583","1408","15","4","158"
"Total","90133","85412","1617","253","3153"
