District,Recovered,Deceased,Active
लखनऊ,292896,2685,606
प्रयागराज,86961,1106,295
गौतम बिु नगर,97253,490,270
गोरखपरु,65633,866,240
बलिया,22351,245,163
गाज़ियाबाद,84016,473,162
बाराबकंी,23468,225,152
लखीमपरु-खीरी,29790,299,129
िाराणसी,97345,988,119
आगरा,35534,464,109
झासी,43733,675,92
राय बरेिी,21157,346,83
िलितपरु,14577,134,79
कानपरु नगर,91365,1923,75
मरेठ,87964,930,69
सलु्तानपरु,16780,144,69
हरदोई,17146,367,58
आजमगढ़,19365,235,57
महाराजगजं,14606,146,55
अम्बडेकर नगर,5885,162,48
जौनपरु,24297,244,38
बरेली,50035,377,37
अमरोहा,19249,207,35
बलुदंशहर,26278,252,35
सीतापरु,15709,187,35
जािौन,13807,208,33
प्रतापगढ़,16663,163,32
देवररया,22357,230,31
बागपत,11000,143,30
बहराइच,13373,178,29
लसद्धार् नगर,11493,102,29
एटा,12069,100,28
कुशीनगर,16180,235,27
कन्नौज,10767,125,26
कौशाम्बी,4842,72,26
उन्नाव,16825,257,26
फतहेपरु,8235,141,25
मर्रुा,25529,406,25
बादा,12017,166,24
सतं कबीर नगर,8819,101,24
शाहजहांपरु,24361,447,24
सहारनपरु,38328,426,22
अमठेी,11453,145,21
