"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","12","16","66210","0","4548","70752","1"
"Bageshwar","18","18","36274","0","2095","38365","4"
"Chamoli","33","14","50025","2","3226","53249","16"
"Champawat","0","0","62731","0","1915","64643","6"
"Dehradun","477","430","381520","30","33728","415113","135"
"Haridwar","251","250","312022","6","13241","325233","65"
"Nainital","201","230","92677","7","11441","104048","32"
"Pauri Garhwal","162","155","97773","0","5296","103062","8"
"Pithoragarh","48","47","42958","0","2564","45510","4"
"Rudraprayag","6","3","28099","0","2716","30815","7"
"Tehri Garhwal","50","79","39409","0","2396","41798","12"
"US Nagar","425","137","141557","2","8847","150380","44"
"Uttarkashi","71","249","43205","7","1700","44903","12"
"Total","1754","1628","1394460","54","93713","1487871","346"
