,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10137,9973,129,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,712606,343737,341442,27427,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,22,54,82,158,6,8,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2321035,2305719,14731,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,96803548,44632149,47500872,4670527,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,441,1313,34431,36185,43,34,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64517,64216,296,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,1741594,928001,775965,37628,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,1378,637,414,2429,1,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724647,716353,7988,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,46556233,24557421,21335795,663017,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,5263,21225,9957,36445,60,10,0,,,1332900000,Assam,34293000
4,Bihar,832192,819160,12257,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,135996413,71206478,61628619,3161316,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,94259,319979,278929,693167,133,52,0,,,1332900000,Bihar,119520000
5,Chandigarh,93604,91937,1165,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,2197611,1178326,966270,53015,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,169,459,160,788,52,45,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1153867,1139074,14036,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,40195576,20770475,18726439,698662,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,13972,44695,15780,74447,125,64,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11467,11450,4,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,1441732,777281,623535,40916,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,16,17,2610,2643,5,1,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1932026,1901217,26256,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,34957777,18118345,15268065,1571367,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,2252,6226,24507,32985,628,1011,3,,,1332900000,Delhi,19814000
9,Goa,248171,243413,3835,2022-06-28,TT,43418839,525047,42797092,2022-06-28 12:02:39.298266,861489400,2022-06-27 00:00:00,473717,1972045084,1016082381,912635856,43326847,2786079,1435053,1284024,67002,https://www.icmr.gov.in/,11793,27,9486,613952,1079327,246724,1940003,91,249,531,871,130,135,0,,,1332900000,Goa,1540000
