Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-06-28,KL,Thiruvananthapuram,,,,724164,8437,0,708592,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Ernakulam,,,,911601,8289,0,896240,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Kottayam,,,,460114,4552,0,452812,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Kollam,,,,516404,6532,0,507651,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Alappuzha,,,,394538,5253,0,387676,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Pathanamthitta,,,,272424,2539,0,268288,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Kozhikode,,,,680175,6361,0,672321,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Thrissur,,,,675629,7453,0,666726,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Palakkad,,,,451820,5809,0,445145,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Malappuram,,,,649079,6446,0,641963,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Idukki,,,,211681,1520,0,209629,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Wayanad,,,,169121,974,0,167895,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Kannur,,,,350785,4437,0,346161,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
2022-06-28,KL,Kasaragod,,,,167187,1391,0,165639,,2022-06-29 12:13:12.340913,2022-06-29 12:13:12.341761,,,6634722,69976,6532201,0,48011417
