,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-30,DL,Central Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
1,1,2021-11-30,DL,East Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
2,2,2021-11-30,DL,New Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
3,3,2021-11-30,DL,North Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
4,4,2021-11-30,DL,North East Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
5,5,2021-11-30,DL,North West Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
6,6,2021-11-30,DL,Shahdara,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
7,7,2021-11-30,DL,South Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
8,8,2021-11-30,DL,South East Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
9,9,2021-11-30,DL,South West Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
10,10,2021-11-30,DL,West Delhi,,,,,,,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
11,11,2021-11-30,DL,Unknown,,,,1440934.0,25098.0,1415549.0,,2021-12-01 11:13:44.986598,,,,1440934,25098,1415549,30915525
