,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-01-03,ML,East Garo Hills,,,,1918,16,1902,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
1,2022-01-03,ML,East Jaintia Hills,,,,2450,32,2416,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
2,2022-01-03,ML,East Khasi Hills,,,,41968,1008,40898,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
3,2022-01-03,ML,North Garo Hills,,,,1686,8,1678,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
4,2022-01-03,ML,Ri-Bhoi,,,,9745,90,9652,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
5,2022-01-03,ML,South Garo Hills,,,,1218,12,1206,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
6,2022-01-03,ML,South West Garo Hills,,,,1873,18,1855,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
7,2022-01-03,ML,South West Khasi Hills,,,,2550,17,2533,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
8,2022-01-03,ML,West Garo Hills,,,,9097,73,9018,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
9,2022-01-03,ML,West Jaintia Hills,,,,6824,136,6688,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
10,2022-01-03,ML,West Khasi Hills,,,,5520,74,5446,,2022-01-25T01:53:49.728762+05:30,,,,84849,1484,83292,,0,0
